unique_id,document,tag_0,tag_1,tag_2,source,group,document_length,label
1634,"Education and  Awareness  Programs These are actions to inform and educate citizens,  elected officials, and property owners about  hazards and potential ways to mitigate them.  These actions may also include participation  in national programs, such as StormReady1 or Firewise2 Communities. Although this  type of mitigation reduces risk less directly  than structural projects or regulation, it is an  important foundation. A greater understanding  and awareness of hazards and risk among local  officials, stakeholders, and the public is more  likely to lead to direct actions.  Radio or television spots  Websites with maps and information  Real estate disclosure  Presentations to school groups or neighborhood organizations  Mailings to residents in hazard-prone areas.  StormReady   Firewise Communities",STRATEGY IDENTIFICATION,Strategy Action (general),Education and behavior change,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,810,Develop Strategies and Actions
1635,"A comprehensive range means that communities analyze, or evaluate, different types of mitigation actions. For  example, building retrofits, infrastructure protection, and changes in local ordinances represent a mix of structural  and non-structural approaches. In addition, each jurisdiction must consider actions that reduce risk to existing  buildings and infrastructure, as well as limit risk to new development and redevelopment.  The planning team may identify low-cost mitigation actions that can be readily implemented, such as developing  an outreach program to encourage homeowners to secure furnishings and utilities to prevent injuries and damage  during an earthquake. Other actions may depend on available funding, such as retrofitting critical infrastructure.  Though funding and support may not be immediately available for every action, including the actions in the plan  may lead to future opportunities for implementation. For example, some actions can be implemented following a  disaster when additional funding and political and public support are available, such as acquiring homes in a flood  hazard area. Additionally, if actions are not included in the plan, securing funding may be more difficult once it  becomes available. To identify potential mitigation actions, the planning team needs to review the risk assessment and assess  capabilities.  1. Review Risk Assessment The planning team should start with the problem statements developed from the risk assessment. For each problem  statement, consider different types of mitigation actions for addressing the problem. See the example on the page  6-6.  You may have multiple ideas that are categorized under one type (e.g., education and awareness or local plans and  regulations) and no ideas under another type. However, the intent is to think comprehensively when identifying  potential actions and to consider future development.",STRATEGY IDENTIFICATION,Strategy Selection,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1914,Develop Strategies and Actions
1636,". Assess Capabilities The mitigation strategy is based on existing local authorities, policies, programs, and resources, as well as the ability  to expand on and improve these existing tools. As part of Task 4, the planning team reviewed existing capabilities for  reducing long-term vulnerability to hazards. Those capabilities can be assessed to identify gaps to be addressed and  strengths to enhance through new mitigation actions. For instance, can gaps in design or enforcement of existing  regulations be addressed through additional personnel or a change in procedure or policy? Could an existing  education program be improved to cover the most significant hazards and better target non-English speakers? Are  additional studies, reports, or plans needed to understand risk?  Jurisdictions participating in the National Flood Insurance Program (NFIP) can consider actions to enhance their  floodplain management program, such as addressing repetitive loss properties and improving standards beyond the  minimum requirements for NFIP participation.  Communities also must consider actions that reduce risk to future development. The planning team can evaluate  the effects of current growth plans and regulations (i.e., comprehensive plans, zoning and subdivisions ordinances,  building codes, and capital improvement programs) on community safety and consider how these could be updated  to reduce the communitys vulnerability. For instance, development review procedures may be revised to include a  hazard assessment for new development. The types of questions that the community can ask include:  Will population growth and future land use plans put more people in hazardous areas?  Will current redevelopment policies increase the population and property vulnerable to hazards?  Will planned infrastructure extensions encourage unsafe development by facilitating access to hazardous areas?",STRATEGY IDENTIFICATION,Strategy Selection,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1902,Develop Strategies and Actions
1640,"Use the Risk Assessment to Inform Plans and Policies The risk assessment provides data, analysis, and maps that can be integrated into other plans to inform policies and  decision-making. For instance, the risk assessment can form the basis for other emergency management program  activities, including the emergency operations and evacuation planning. Incorporation of hazard information and  mapping into land use plans, zoning and subdivision codes, and the development review process can guide growth  and redevelopment away from high-risk locations. This information can also be used to design and site future public  facilities to minimize exposure to hazards.",STRATEGY IDENTIFICATION,Strategy Action (general),Regulatory policy and legislation,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,666,Develop Strategies and Actions
1641,"Implement Mitigation Actions through Existing Mechanisms Where possible, the community should implement the identified mitigation actions through existing plans and  policies, which already have support from the community and policy makers. For instance, a Community Wildfire  Protection Plan3  identifies a communitys priorities for wildfire fuel reduction projects. A capital improvements  program outlines a jurisdictions spending plan for capital projects that support existing and future developments,  such as roads, water, and sewer systems, usually over a 5-year period. Mitigation projects that could be included in  the capital improvements plan include strengthening at-risk critical facilities or acquiring open space in identified  hazard areas. Other implementation tools for mitigation actions could include staff work plans, permitting  procedures, job descriptions, and training.",IMPLEMENTATION AND MONITORING,Plan Compliance and Integration,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,896,Adapt and Update Plan
1642,"Implementation of Mitigation Actions The action plan also identifies how specific mitigation actions will  be implemented, including who is responsible for which actions,  what funding mechanisms and other resources are available or  will be pursued, when the actions will be completed, and how  they are prioritized. The capability assessment developed in Task 4  can be helpful in determining the agencies responsible for certain  functions in the community and the available financial resources. Assign Responsible Agency The planning team needs to determine which department or  agency is most appropriate to lead each action. In order to clearly  describe how actions will be implemented and administered,  at a minimum, a specific agency, department, or position must  be assigned to the action, not the jurisdiction as a whole. If  coordinating with other agencies will be necessary, this is a good  time for them to provide input on the steps and timeframes  necessary to carry out the actions.",IMPLEMENTATION AND MONITORING,Implementation,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1002,Implement the Action Plan
1644,"Updating the Mitigation Strategy One of the most important steps in updating your plan is to refine the communitys mitigation strategy, particularly  in light of experiences gained from the implementation of the previous plan. To continue to be an effective  representation of the jurisdictions overall strategy for reducing risk to natural hazards, the updated  local mitigation plan must reflect current conditions and progress in mitigation efforts. The 5-year plan  update is an opportunity for each jurisdiction to assess its previous goals and actions, evaluate progress in  implementing the action plan, and adjust its actions to address current realities. The mitigation strategy should also  be revised following disasters to determine if the recommended actions are still appropriate given the impacts of the  event.  Evaluate Progress in Implementation Plan updates must reflect progress in local mitigation efforts.  Whereas goals may not change significantly over a 5-year  timeframe, the integration of the plan into existing planning  mechanisms and the implementation of mitigation actions  demonstrate progress in risk reduction.",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1146,Monitor and Evaluate Progress
1646,"Completion of Mitigation Actions The plan also must describe the status of the mitigation actions identified in the previous plan by describing those  that have been completed or not completed. For actions that have not been completed, the plan must either describe  whether the action is no longer relevant or indicate whether it is included as part of the updated action plan.  The planning team may ask the local agencies and departments assigned responsibility for the implementation of  mitigation actions in the previous plan to provide a status update on each of their actions. For instance, agencies  could provide an evaluation of the following:   If the action was completed, did it have the intended results? Did it achieve the goals outlined in the plan? What  factors contributed to success?  If the action was not completed, what were the barriers to implementation? For instance, was there a lack of  political support, funding, staff availability, or other obstacle? Should the action be included in the updated  mitigation strategy? Task 7 describes how to develop a process for monitoring and evaluating the plan that can be used to evaluate  progress.",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1170,Monitor and Evaluate Progress
1647,"Describe Changes in Priorities The plan must describe if and how any priorities changed since  the plan was previously approved. Your communitys mitigation  priorities may change over time for a variety of reasons. Addressing  changes in priorities allows you to redirect actions to reflect  current conditions, including financial and political realities,  or changes in conditions or priorities due to disaster events. In  addition, now that the community has implemented some actions,  you may apply lessons learned about what works and does not.  New actions can be identified based on the updated risk assessment and capability assessment. New actions are  prioritized in combination with the actions carried forward from the previous plan. Factors that may influence  changes in priorities include the following:  Altered conditions due to disaster events and recovery priorities  Changing local resources, community needs, and capabilities  New State or Federal policies and funding resources  New hazard impacts identified in the updated risk assessment  Changes in development patterns that could influence the effects of hazards  New partners that have come to the table If no changes in priorities are necessary, plan updates may validate the information in the previously approved plan.",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1298,Monitor and Evaluate Progress
1649,"Plan Maintenance Procedures Plan maintenance is the process the planning team establishes  to track the plans implementation progress and to inform the  plan update. The plan must include a description of the method  and schedule for monitoring, evaluating, and updating it within  a 5-year cycle. These procedures help to:  Ensure that the mitigation strategy is implemented  according to the plan.  Provide the foundation for an ongoing mitigation program  in your community.   Standardize long-term monitoring of hazard-related  activities.  Integrate mitigation principles into community officials  daily job responsibilities and department roles.  Maintain momentum through continued engagement and  accountability in the plans progress. Plan updates provide the opportunity to consider  how well the procedures established in the previously  approved plan worked and revise them as needed.",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,895,Monitor and Evaluate Progress
1650,"Monitoring Implementation Plan monitoring means tracking the implementation of the plan over time. The plan must identify how, when, and  by whom the plan will be monitored. For example, the plan may describe a monitoring system for tracking the  status of the identified mitigation actions and reporting this information on a quarterly basis. The responsible agency  assigned to each mitigation action may be responsible for tracking and reporting on each of their actions. Appendix  A includes an example worksheet for reporting progress on a mitigation action (see Worksheet 7.1).  The planning team must identify the lead position or agency, usually the same individual or agency leading the  plans development, for coordinating the monitoring process. A method and schedule for regular monitoring can  include reports or other deliverables and expectations for meeting attendance. Monitoring, therefore, becomes part  of the regular administrative function of the offices or positions to which it is assigned",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1013,Monitor and Evaluate Progress
1652,"Updating the Plan Updating means reviewing and revising the plan at least once every 5 years to reflect changes in development,  progress in local mitigation efforts, and changes in priorities. The planning team must identify how, when, and by  whom the plan will be updated. Documenting the procedures for updating the plan requires an explanation of who  will be responsible for updating the plan and when and how this process will be initiated. The plan must include  the title of the individual or name of the department or agency responsible for leading the updating effort. It may  be appropriate to include a schedule of activities that allows sufficient time to obtain funding for and complete the  planning process before the plan expires.  The planning team can also establish procedures for updating the plan following a disaster event or concurrent with  the development of a recovery or post-disaster redevelopment plan. Your communitys vulnerabilities and mitigation  priorities often change following a disaster, and additional funding sources may become available, such as FEMAs  Hazard Mitigation Grant Program or Public Assistance. Generally, public awareness increases, and the demand and  support for mitigation frequently increases following a disaster. You may choose to take advantage of opportunities  to incorporate mitigation into recovery strategies and to rebuild wisely and safely to avoid similar losses in the  future. This is also an important time to collect data on the hazard and its impacts for future plan updates. If you are  considering developing a recovery plan prior to a disaster, coordinating the recovery and mitigation planning efforts  promotes messages about building resilience.",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1727,Monitor and Evaluate Progress
1653,"Continue Public Involvement Keeping the plan current also means continuing to provide  opportunities for public involvement in the plan and its  implementation. Task 3 describes this requirement and offers  suggestions for continuing outreach to the public and other  stakeholders during plan maintenance and implementation. You  may choose to document how the community will continue  public participation during the plan maintenance process, along  with the procedures for monitoring, evaluating, and updating  the plan. The planning team also may identify specific procedures for  keeping elected officials involved, either through the monitoring and evaluation procedures and/or through the  process for continuing public participation. The local governing body usually adopts the plan, so reporting back  to them annually or at other regular intervals can help maintain support and provide accountability for those  responsible for the plans maintenance and implementation.",IMPLEMENTATION AND MONITORING,Evaluation and Monitoring,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,978,Monitor and Evaluate Progress
1655,"Submitting the Plan Once the planning team is confident the plan meets the  required elements and includes all supporting documentation,  forward the plan to your SHMO or State Mitigation Planner.  It is critical that all supporting documentation related to  the planning process and other components of the plan are  included in the initial submittal. Incomplete plan submittals  can delay plan approval. The State will review the plan and work  with you on any required revisions for approval. Dont forget  to provide your local contact information where you can be  reached for any questions. Once the State is satisfied that the plan meets the requirements,  the SHMO will forward the plan to the FEMA Regional Office  for review and approval. FEMA will conduct its review within  45 days, if possible, and provide a completed Local Mitigation  Plan Review Tool to the State. The FEMA Regional Office and  the State may contact you to discuss additional revisions to the Figure 8.1: Plan approval process8-2 Local Mitigation Planning Handbook Task 8 Review and Adopt the Plan plan to ensure that it meets the Federal regulation. Once FEMA determines the plan meets the regulation, FEMA will  notify the SHMO that the plan is approvable pending adoption (APA), or approved if the community has already  adopted the mitigation plan.",IMPLEMENTATION AND MONITORING,Implementation,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1334,Implement the Action Plan
1656,"Approvable Pending Adoption To avoid repeated attempts to adopt the plan prior to FEMA approval, many communities obtain a notice from FEMA  that the plan is APA before adopting the plan. As a time-saving measure, communities are encouraged to submit  the final draft of the mitigation plan to the State and FEMA for review prior to formal adoption by the elected  officials or other authorized governing body. If FEMA determines the plan is not approvable and requires revisions,  the community will be able to make revisions before initiating the plan adoption process, therefore avoiding  unnecessary delays in plan approval.",IMPLEMENTATION AND MONITORING,Plan Compliance and Integration,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,628,Adapt and Update Plan
1657,"Plan Approval Upon receiving the record of adoption from the State, FEMA will issue an official approval letter stating which  jurisdictions have adopted and are approved and eligible for FEMA Hazard Mitigation Assistance programs. The  approval letter will include the expiration date 5 years from the date of the letter. Attached to the approval letter will  be a final Local Mitigation Plan Review Tool that provides feedback on the strengths of the plan, recommendations  for plan improvements during future plan updates, and suggestions for implementing the mitigation strategy.",IMPLEMENTATION AND MONITORING,Plan Compliance and Integration,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,583,Adapt and Update Plan
1658,"Local Adoption of the Plan Adoption by the local governing body demonstrates the  communitys commitment to implementing the mitigation  strategy and authorizes responsible agencies to execute their  actions. The final plan is not approved until the community  adopts the plan and FEMA receives documentation of formal  adoption by the governing body of the jurisdiction(s)  requesting approval. The governing bodies are typically the  Town Board, City Council, County Commissioners, and/ or Board of Selectmen. While plan adoption usually occurs  through a formal resolution, council minutes, consent agendas,  or other forms of adoption are acceptable if allowed by local  law. Appendix A includes an example of a local adoption  resolution (see Worksheet 8.1).  Each jurisdiction submits documentation of adoption to the State, who is responsible for forwarding this on to the  FEMA Regional Office. If you choose to use the APA process, adoption must take place within 1 year of receipt of  FEMAs APA notification.",IMPLEMENTATION AND MONITORING,Implementation,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1017,Implement the Action Plan
1659,"Multi-Jurisdictional Adoption Each jurisdiction seeking plan approval must adopt the plan. If  you choose to use the APA process, it is important to coordinate  the adoptions of all the jurisdictions as soon as the plan receives  APA status. The governing bodies may have different meeting  schedules, which prevent all the jurisdictions from adopting at  the same time. If possible, coordinate the adoptions and submit  documentation to the State at the same time.  Element E1 The plan shall include documentation  that the plan has been formally adopted  by the governing body of the jurisdiction  requesting approval of the plan (e.g.,  City Council, County commissioner, Tribal  Council).  44 CFR 201.6(c)(5) Element E2 For multi-jurisdictional plans, each  jurisdiction requesting approval of the plan  must document that it has been formally  adopted. 44 CFR 201.6(c)(5)8-3 Task 8 Review and Adopt the Plan At least one of the participating jurisdictions must adopt the plan within 1 year of FEMAs APA notice. FEMA  will issue an official approval letter stating which jurisdictions have adopted the plan and are eligible for FEMA  hazard mitigation assistance programs. The plan will expire 5 years from the date of FEMAs approval letter for the  mitigation plan. The approval letter and date are generated with the first jurisdiction adopting the plan. The plan  approval date remains the same regardless of when other participating jurisdictions adopt the plan. It is important  to coordinate the adoption process to ensure that all participants are covered by the plan for the full 5 years. Plan  updates follow the same adoption process",IMPLEMENTATION AND MONITORING,Implementation,NA,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,1647,Implement the Action Plan
1664,"Encourage Local Champions Successful projects often involve a strong local champion.  Champions are leaders who understand the mitigation vision,  can clearly communicate it, and can engage others to get buy- in. Spreading out the responsibility for mitigation activities to  a variety of champions increases the likelihood of a successful  mitigation program. Enlist the support of external partners  that can provide additional leverage for promoting projects,  including local businesses and other stakeholders.",STRATEGY IDENTIFICATION,Strategy Action (general),Education and behavior change,R5 - fema_local_mitigation_handbook,Resilience and Hazard Mitigation,514,Develop Strategies and Actions
1666,"Goal The goal of plan integration is to effectively integrate plans and policies across disciplines and agencies in your  community by considering the potential of hazards as one of the key factors in future development.F E M A 3 PLAN INTEGRATION: LINKING LOCAL PLANNING EFFORTS IN TRODUC TION Objectives The objectives of plan integration are to:       Integrate hazard mitigation into areas such as land use, transportation, climate change, sustainability,  natural and cultural resource protection, watershed management, and economic development;  Solicit more participation and provide an opportunity for various departments within local government  to work together on a regular basis; and Better define the roles of, and improve intergovernmental coordination between, planners, emergency  managers, engineers, other local government staff, and regional partners in improving disaster resiliency",GUIDE PURPOSE AND OBJECTIVES,Guide Purpose Statement,NA,R6 - Plan_Integration_0812_508,Resilience and Hazard Mitigation,901,Set Goals and Objectives
1667,"Benefits to Your Community Plan integration enhances risk reduction through community-wide planning by:          Improving coordination; Developing specific recommendations for integration into community-wide plans; Compiling existing planning measures to include in your hazard mitigation plan in order to catalog  efforts and illustrate that integration is being performed; and Meeting the Local Mitigation Plan Review Tool requirement to integrate hazard mitigation, per Elements  A4 and C6. A4: Does the Plan describe the review and incorporation of existing plans, studies, reports, and technical  information? (Req. 201.6(b)(3))  C6: Does the Plan describe a process by which local governments will integrate the requirements of  the mitigation plan into other planning mechanisms, such as comprehensive or capital improvement  plans, when appropriate? (Req. 201.6(c)(4)(ii))",GUIDE PURPOSE AND OBJECTIVES,Guide Outcomes,NA,R6 - Plan_Integration_0812_508,Resilience and Hazard Mitigation,881,Set Goals and Objectives
1676,"Step 3: Review Examples and Best Practices from Appendix  B: Best Practice Examples from Various States Review the best practices examples provided in Appendix B: Best Practice Examples from Various States for  language, format, and terminology. This exercise will help you in drafting recommendations for  your community. Included below are a few selected plan types; the list includes only suggestions for consideration  and is not intended to be comprehensive. Some hazards are experienced nationwide, while others are location  specific. Use the guide for each document as a starting point, tailor it to the hazards in your area, and modify the  language as appropriate. For each document that you review, develop the following sections:        An overview (35 sentences), rather than including a complete recap section by section Plan strengths Options to integrate hazard mitigation principles",STRATEGY IDENTIFICATION,Strategy Selection,NA,R6 - Plan_Integration_0812_508,Resilience and Hazard Mitigation,899,Develop Strategies and Actions
1685,"Table 2.2 helps determine where mitigation principles are identified and integrated into various elements of  your jurisdictions comprehensive plan. For elements that are integrated, indicate Y. For elements that are  not integrated, indicate N. This will clearly show where you need to focus your future efforts. This is not  a comprehensive list of elements; it can be expanded to include other community-specific elements (noted as  Other in Table 2.2) Conclusion Both the hazard mitigation plan and the comprehensive plan are key documents in a community but are often  developed separately with little coordination between the two planning processes. Awareness and identification  of hazards in the comprehensive plan can help the community avoid developing in areas where infrastructure and  buildings would be put into harms way. Coordinating with the comprehensive plan can provide a mechanism for  implementing the mitigation goals, objectives, policies, and actions in the hazard mitigation plan beyond federal  mitigation grants and recovery operations. These are just two examples of how coordination and integration  between these two planning processes can strengthen each process and lead to a more resilient community. This concludes Part 2. At this milestone, you should have developed goals and policies for various elements of the  comprehensive plan that use hazard mitigation planning principles.  Table 2.2: Integrating Hazard Mitigation Principles into  Local Comprehensive Planning Elements Element Hazard Mitigation Principles Land Use Y/N Transportation Y/N Housing Y/N Community Facilities Y/N Economic Development Y/N Historic Preservation Y/N Urban Design Y/N Sensitive Areas Y/N Water Resources Y/N Plan Implementation Y/N Other",IMPLEMENTATION AND MONITORING,Plan Compliance and Integration,NA,R6 - Plan_Integration_0812_508,Resilience and Hazard Mitigation,1758,Adapt and Update Plan
1690,"Whats Next? After completing Parts 1 through 3, you are ready to develop your plan integration document. This document  should include the results of the integration questions, tables, and analysis you developed in the previous sections.  Be sure to include each of the three parts of the guide (with matrices) identified below and a conclusion that  identifies gaps or deficiencies. Part 1  Integration of Hazard Mitigation Principles into Other Local Planning Mechanisms Part 2  Integration of Hazard Mitigation Principles into Comprehensive Plans Part 3  Integration across Agencies and Departments  The plan integration document should be included in your next hazard mitigation plan update or as an appendix  to the currently approved plan, at the end of the capabilities section.",IMPLEMENTATION AND MONITORING,Implementation,NA,R6 - Plan_Integration_0812_508,Resilience and Hazard Mitigation,785,Implement the Action Plan
1693,"Pre-disaster planning ensures that an affected community is ready to undertake an organized process  and does not miss opportunities to rebuild in a sustainable, resilient way. With a planning framework in  place (developed using this guide), a community is better situated to address pre-existing local needs,  take advantage of available resources, and seize opportunities to increase local resiliency, sustainability,  accessibility, and social equity. By working in advance to develop an understanding of needs and  vulnerabilities, identify leaders, form partnerships, establish resources, and reach consensus on goals and  policies, communities will be prepared to begin recovery immediately rather than struggle through a  planning process in the wake of a disaster.",GUIDE PURPOSE AND OBJECTIVES,Guide Outcomes,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,773,Set Goals and Objectives
1696,"PURPOSE OF THIS GUIDE This guide is designed to help local governments work with community stakeholders to develop a  recovery plan that includes recovery roles and capabilities, organizational frameworks, and specific  policies and plans. Using a step-by-step discussion of the planning process, this guide introduces  principles underlying preparedness and recovery planning, describes topics to be considered as part of the  planning process, and identifies specific organization-building and planning activities. Achieving fundamental recovery preparedness, involves application of six standard planning process steps  as well as several associated key recovery activities. The key activities are intended to serve as additional  considerations that expand on the overarching six planning steps, as illustrated in the graphic below, and  focus more specifically on the challenges and unique partnerships necessary for successful pre-disaster  recovery planning. In the following chapters this guide provides guidance for applying these steps and  activities in a scalable fashion in large to small communities. The planning process introduced and discussed in this guide directly aligns with the process outlined in  Developing and Maintaining Emergency Operations Plans: Comprehensive Preparedness Guide 101 (CPG 101). This guide is  formatted to follow the six steps of CPG 101 and presents six standard planning steps in Chapters 7 through  12 and then presents key recommended activities that are specific to pre-disaster recovery planning efforts.  Figure 1 can help to serve as a basic orienting checklist for preparing for recovery.",GUIDE PURPOSE AND OBJECTIVES,Guide Purpose Statement,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,1643,Set Goals and Objectives
1705,"The planning process should incorporate the results of other applicable planning processes in the  community and region. Hazard mitigation plans, comprehensive plans, housing plans, and other  planning documents can define a wide range of goals for the community and represent shared priorities  of community members. Linking recovery planning to build on the communitys existing plans helps  inform recovery planning efforts and capitalize on past planning efforts so as not to reinvent the wheel.  Additionally, linking recovery planning with other applicable planning processes helps to incorporate  community perspectives. Recovery activities can then in turn be used to inform revisions to the  communitys other plans. Including the whole community in the pre-disaster recovery planning process  means including all sectors of the community. Many existing Federal programs relate to disaster recovery. While many of these programs are voluntary for  communities, the requirements for participation could benefit communities when they develop their pre- disaster recovery plan. For example, the Economic Development Administration requires communities to  produce Community Economic Development Strategies, and the Department of Health and Human Services  has preparedness requirements for communities that relate to disaster recovery. A pre-disaster recovery  planning process would build upon these existing efforts.  Figure 2 outlines the relationship between existing plans, like those mentioned above, and the pre-disaster  recovery plan. In addition, the figure explains how these existing plans and the pre-disaster recovery plan  are used after a disaster to support the development of post-disaster recovery plans, policies, and projects.",IMPLEMENTATION AND MONITORING,Plan Compliance and Integration,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,1751,Adapt and Update Plan
1708,"RECOVERY PLANNING IS GOAL ORIENTED Thorough, comprehensive, and community-supported pre-disaster recovery plans allow a locality to  more easily and effectively begin the recovery process immediately after a disaster. The development and  documentation of recovery planning goals, including the partnerships necessary to achieve those goals,  help recovery stakeholders understand existing capabilities and gaps. Equally important is the development  of realistic goals. Although a community may have its own resources or partner resources at its disposal,  the resources available to recover effectively are finite. Goal development in both the pre-disaster and  post-disaster environments needs to account for the availability of resources so that they may be leveraged  strategically to achieve desired outcomes. Appendix F includes a template that can be used to document  existing capabilities as they relate to recovery goals and the partnerships and resources in place (or not  currently in place) to achieve those goals.  In addition to determining capability gaps, using a goal-oriented process for pre-disaster recovery planning  helps to build consensus among the involved stakeholders. Establishing common, mutually agreeable,  strategic goals early in the planning process reduces conflicts when the plan is implemented in a post- disaster setting.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,1361,Set Goals and Objectives
1709,"RECOVERY PLANNING IS SCALABLE Recovery plan components should be scaled to meet both the capacity of the community to manage its own  recovery process and the level of risk the community faces. Communities that have minimal resources to  manage recovery but many vulnerabilities and risks will want to emphasize partnership-building in the  planning process and seek assistance from State or regional bodies. Communities with a high capacity to  manage recovery will want to emphasize local roles and responsibilities in facilitating the recovery process  and may be in a position to develop a robust recovery plan. Pre-disaster recovery plan components such as recovery goals and policies, administrative structure, and  activation of personnel (see Appendix E) will vary depending on the capacity of the community and the  partnerships needed or already in place. Operational guidance included in the pre-disaster recovery plan  should also consider the different phases of disaster management, transition from or coordination with  response coordination structures, and identify times when recovery operations peak and when they begin  to wind down. An example of a scalable recovery system is shown in Figure 3.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,1215,Set Goals and Objectives
1722,"RESILIENCE AND SUSTAINABILITY A truly holistic recovery process must include activities that support building community resilience and  encouraging sustainable development. This concept can be implemented in recovery planning efforts  through coordination with mitigation planning. Mitigation is a sustained action eliminating or reducing  potential effects of hazards, and mitigation planning attempts to identify those hazards, reduce any impacts  from those hazards, and identify potential solutions. Thus mitigation planning, pre-disaster recovery  planning, and other types of planning have parallel perspectives with overarching recovery goals of:  Increasing the speed of community recovery;  Effectively using resources; and  Increasing opportunities for community betterment that take into account and balance all community populations, needs, and risks. A successful mitigation program and other pre-disaster planning can set the stage for a more sustainable  and resilient community by positioning the community to be able to adapt to changing conditions, identify  future natural and human-related disaster threats and hazards, and withstand and rapidly recover from  disruption due to future emergencies. By addressing potential risks and developing solutions, policies, and  action statements, communities become both more resilient and sustainable.",GUIDE PURPOSE AND OBJECTIVES,Term definition,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,1363,Set Goals and Objectives
1757,"Establish Agreements with Agencies to Fulfill the Roles Outlined in the Pre-Disaster Recovery Plan Establishing agreements about roles and responsibilities includes making sure that agencies understand  their roles and the chain of communication among recovery stakeholders, and have a firm understanding of  their capacity to execute their responsibilities (or an understanding of where gaps exist). Local leadership  may want to consider securing written agreements (such as interagency agreements, memoranda of  understanding, mutual aid compacts) that describe commitments to roles, relationships, and resources.",IMPLEMENTATION AND MONITORING,Implementation,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,616,Implement the Action Plan
1767,"KEY ACTIVITY FOUR: ASSESS COMMUNITYS  CAPACITY AND IDENTIFY CAPABILITY  TARGETS Timeline: Months 1 to 6 Based on the risk assessment and identified recovery  impacts and consequences, Key Activity Four, which  aligns with Step 3 of CPG 101, helps the collaborative  planning team evaluate the communitys ability to  address the recovery consequences. This evaluation  of recovery capacity can be framed around the eight  Core Capabilities that apply to the Recovery Mission  Area, as well as the Mitigation Core Capabilities  that address integration of community resilience.  Suggested questions for community self-assessment,  framed around the cross-cutting Recovery Core  Capabilities, are included in Table 3. Completing  this evaluation and comparing identified needs  to established roles and existing community  resources allows the community to identify gaps.  Understanding capacity gaps will then serve as  the basis for resource and partnership decisions  throughout the recovery planning process, while understanding  strengths will allow the community to leverage its existing resources  and expertise. Table 3 lists capacity assessment questions related to  recovery core capabilities.",COMMUNITY GOAL SETTING AND COORDINATION,Community Goals Identification,NA,R7 - PreDisasterRecoveryGuideforLocalGov2017,Resilience and Hazard Mitigation,1200,Set Goals and Objectives
